,Academic Yr,Degree Level Desc,Degree Desc,College/School,Division,Department,Major,MajorShort,STEM Flag,Entry Status Desc,Residency Status Desc,Gender,Ethnicity,Headcount
10895,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,Mat Sci & Eng,1,Graduate,CA Resident,Female,Asian/Pacific Islander,2
10896,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,Mat Sci & Eng,1,Graduate,CA Resident,Female,Underrepresented Minority,1
10897,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,Mat Sci & Eng,1,Graduate,CA Resident,Female,White/Other,3
10898,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,Mat Sci & Eng,1,Graduate,CA Resident,Male,Asian/Pacific Islander,4
10899,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,Mat Sci & Eng,1,Graduate,CA Resident,Male,Underrepresented Minority,1
10900,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,Mat Sci & Eng,1,Graduate,CA Resident,Male,White/Other,3
10901,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,Mat Sci & Eng,1,Graduate,International,Male,International,3
10902,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,Mat Sci & Eng,1,Graduate,Out-of-State Domestic,Female,White/Other,1
10903,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,Mech Eng,1,Graduate,CA Resident,Female,Underrepresented Minority,2
10904,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,Mech Eng,1,Graduate,CA Resident,Female,White/Other,8
10905,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,Mech Eng,1,Graduate,CA Resident,Male,Asian/Pacific Islander,10
10906,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,Mech Eng,1,Graduate,CA Resident,Male,Underrepresented Minority,3
10907,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,Mech Eng,1,Graduate,CA Resident,Male,White/Other,16
10908,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,Mech Eng,1,Graduate,International,Female,International,8
10909,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,Mech Eng,1,Graduate,International,Male,International,14
10910,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,Mech Eng,1,Graduate,Out-of-State Domestic,Male,Asian/Pacific Islander,2
10911,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,Mech Eng,1,Graduate,Out-of-State Domestic,Male,White/Other,1
10912,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,Nuclear Eng,1,Graduate,CA Resident,Male,Underrepresented Minority,1
10913,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,Nuclear Eng,1,Graduate,CA Resident,Male,White/Other,2
10914,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,Nuclear Eng,1,Graduate,International,Male,International,2
10915,2015-16,Masters/Professional,Master of Science,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,Nuclear Eng,1,Graduate,Out-of-State Domestic,Male,White/Other,1
10916,2015-16,Masters/Professional,Master of Science,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Graduate,CA Resident,Male,White/Other,2
10917,2015-16,Masters/Professional,Master of Science,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Graduate,International,Male,International,1
10918,2015-16,Masters/Professional,Master of Science,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Earth & Planetary Science,Earth & Plan Sci,1,Graduate,CA Resident,Female,White/Other,1
10919,2015-16,Masters/Professional,Master of Science,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Earth & Planetary Science,Earth & Plan Sci,1,Graduate,CA Resident,Male,White/Other,1
10920,2015-16,Masters/Professional,Master of Science,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Ag & Resource Economics,Ag&Res Econ,0,Graduate,CA Resident,Female,Asian/Pacific Islander,1
10921,2015-16,Masters/Professional,Master of Science,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Ag & Resource Economics,Ag&Res Econ,0,Graduate,CA Resident,Female,White/Other,2
10922,2015-16,Masters/Professional,Master of Science,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Ag & Resource Economics,Ag&Res Econ,0,Graduate,CA Resident,Male,White/Other,6
10923,2015-16,Masters/Professional,Master of Science,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Ag & Resource Economics,Ag&Res Econ,0,Graduate,International,Female,International,3
10924,2015-16,Masters/Professional,Master of Science,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Ag & Resource Economics,Ag&Res Econ,0,Graduate,International,Male,International,2
10925,2015-16,Masters/Professional,Master of Science,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Grad Grp,Energy & Resources,Energy & Res,1,Graduate,CA Resident,Female,Asian/Pacific Islander,1
10926,2015-16,Masters/Professional,Master of Science,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Grad Grp,Energy & Resources,Energy & Res,1,Graduate,CA Resident,Female,Underrepresented Minority,1
10927,2015-16,Masters/Professional,Master of Science,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Grad Grp,Energy & Resources,Energy & Res,1,Graduate,CA Resident,Female,White/Other,2
10928,2015-16,Masters/Professional,Master of Science,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Grad Grp,Energy & Resources,Energy & Res,1,Graduate,CA Resident,Male,White/Other,4
10929,2015-16,Masters/Professional,Master of Science,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Grad Grp,Energy & Resources,Energy & Res,1,Graduate,International,Female,International,1
10930,2015-16,Masters/Professional,Master of Science,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt","Env Sci, Policy, & Mgmt","Env Sci, Policy, & Mgmt",1,Graduate,CA Resident,Female,Underrepresented Minority,1
10931,2015-16,Masters/Professional,Master of Science,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt","Env Sci, Policy, & Mgmt","Env Sci, Policy, & Mgmt",1,Graduate,CA Resident,Female,White/Other,1
10932,2015-16,Masters/Professional,Master of Science,Clg of Natural Resources,Clg of Natural Resources,Microbiology Grad Grp,Microbiology,MicroBio,1,Graduate,CA Resident,Male,White/Other,1
10933,2015-16,Masters/Professional,Master of Science,Clg of Natural Resources,Clg of Natural Resources,Molecular Toxicology Grad Grp,Molecular Toxicology,Molecular Tox,1,Graduate,CA Resident,Female,White/Other,1
10934,2015-16,Masters/Professional,Master of Science,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,Plant Biology,Plant Bio,1,Graduate,CA Resident,Male,White/Other,1
10935,2015-16,Masters/Professional,Master of Science,Clg of Natural Resources,Clg of Natural Resources,Range Management Grad Grp,Range Management,Range Mgmt,1,Graduate,CA Resident,Female,White/Other,2
10936,2015-16,Masters/Professional,Master of Science,Clg of Natural Resources,Clg of Natural Resources,Range Management Grad Grp,Range Management,Range Mgmt,1,Graduate,CA Resident,Male,White/Other,1
10937,2015-16,Masters/Professional,Master of Science,Haas School of Business,Haas School of Business,Business,Business Administration,Bus Adm,0,Graduate,CA Resident,Female,Asian/Pacific Islander,1
10938,2015-16,Masters/Professional,Master of Science,Haas School of Business,Haas School of Business,Business,Business Administration,Bus Adm,0,Graduate,CA Resident,Female,White/Other,2
10939,2015-16,Masters/Professional,Master of Science,Haas School of Business,Haas School of Business,Business,Business Administration,Bus Adm,0,Graduate,CA Resident,Male,White/Other,1
10940,2015-16,Masters/Professional,Master of Science,Haas School of Business,Haas School of Business,Business,Business Administration,Bus Adm,0,Graduate,International,Male,International,6
10941,2015-16,Masters/Professional,Master of Science,School of Optometry,School of Optometry,Vision Science Grad Grp,Vision Science,Vision Sci,1,Graduate,CA Resident,Male,White/Other,1
10942,2015-16,Masters/Professional,Master of Science,School of Public Health,School of Public Health,Environmental Health Sci GG,Environ Health Sciences,Env Hlth Sci,1,Graduate,CA Resident,Female,Asian/Pacific Islander,2
10943,2015-16,Masters/Professional,Master of Science,School of Public Health,School of Public Health,Environmental Health Sci GG,Environ Health Sciences,Env Hlth Sci,1,Graduate,CA Resident,Female,White/Other,1
10944,2015-16,Masters/Professional,Master of Science,School of Public Health,School of Public Health,Environmental Health Sci GG,Environ Health Sciences,Env Hlth Sci,1,Graduate,CA Resident,Male,White/Other,3
10945,2015-16,Masters/Professional,Master of Science,School of Public Health,School of Public Health,Environmental Health Sci GG,Environ Health Sciences,Env Hlth Sci,1,Graduate,International,Male,International,1
10946,2015-16,Masters/Professional,Master of Science,School of Public Health,School of Public Health,Environmental Health Sci GG,Environ Health Sciences,Env Hlth Sci,1,Graduate,Out-of-State Domestic,Female,White/Other,1
10947,2015-16,Masters/Professional,Master of Science,School of Public Health,School of Public Health,Epidemiology Grad Grp,Epidemiology,Epidemiology,1,Graduate,CA Resident,Female,White/Other,1
10948,2015-16,Masters/Professional,Master of Science,School of Public Health,School of Public Health,Health & Medical Sci Grad Grp,Health & Medical Sciences,Hlth & Med Sci,0,Graduate,CA Resident,Female,Asian/Pacific Islander,2
10949,2015-16,Masters/Professional,Master of Science,School of Public Health,School of Public Health,Health & Medical Sci Grad Grp,Health & Medical Sciences,Hlth & Med Sci,0,Graduate,CA Resident,Female,White/Other,9
10950,2015-16,Masters/Professional,Master of Science,School of Public Health,School of Public Health,Health & Medical Sci Grad Grp,Health & Medical Sciences,Hlth & Med Sci,0,Graduate,CA Resident,Male,Asian/Pacific Islander,2
10951,2015-16,Masters/Professional,Master of Science,School of Public Health,School of Public Health,Health & Medical Sci Grad Grp,Health & Medical Sciences,Hlth & Med Sci,0,Graduate,CA Resident,Male,Underrepresented Minority,1
10952,2015-16,Masters/Professional,Master of Science,School of Public Health,School of Public Health,Health & Medical Sci Grad Grp,Health & Medical Sciences,Hlth & Med Sci,0,Graduate,CA Resident,Male,White/Other,3
10953,2015-16,Masters/Professional,Master of Science,School of Public Health,School of Public Health,Infectious Diseases & Immun GG,Infec Diseases & Immunity,Infec Diseases & Immunity,1,Graduate,CA Resident,Female,White/Other,1
10954,2015-16,Masters/Professional,Master of Social Welfare,School of Social Welfare,School of Social Welfare,Social Welfare,Social Welfare,Soc Welfare,0,Graduate,CA Resident,Female,Asian/Pacific Islander,9
10955,2015-16,Masters/Professional,Master of Social Welfare,School of Social Welfare,School of Social Welfare,Social Welfare,Social Welfare,Soc Welfare,0,Graduate,CA Resident,Female,Underrepresented Minority,21
10956,2015-16,Masters/Professional,Master of Social Welfare,School of Social Welfare,School of Social Welfare,Social Welfare,Social Welfare,Soc Welfare,0,Graduate,CA Resident,Female,White/Other,40
10957,2015-16,Masters/Professional,Master of Social Welfare,School of Social Welfare,School of Social Welfare,Social Welfare,Social Welfare,Soc Welfare,0,Graduate,CA Resident,Male,Asian/Pacific Islander,4
10958,2015-16,Masters/Professional,Master of Social Welfare,School of Social Welfare,School of Social Welfare,Social Welfare,Social Welfare,Soc Welfare,0,Graduate,CA Resident,Male,Underrepresented Minority,7
10959,2015-16,Masters/Professional,Master of Social Welfare,School of Social Welfare,School of Social Welfare,Social Welfare,Social Welfare,Soc Welfare,0,Graduate,CA Resident,Male,White/Other,8
10960,2015-16,Masters/Professional,Master of Social Welfare,School of Social Welfare,School of Social Welfare,Social Welfare,Social Welfare,Soc Welfare,0,Graduate,International,Female,International,2
10961,2015-16,Masters/Professional,Master of Social Welfare,School of Social Welfare,School of Social Welfare,Social Welfare,Social Welfare,Soc Welfare,0,Graduate,International,Male,International,1
10962,2015-16,Masters/Professional,Master of Social Welfare,School of Social Welfare,School of Social Welfare,Social Welfare,Social Welfare,Soc Welfare,0,Graduate,Out-of-State Domestic,Female,Asian/Pacific Islander,1
10963,2015-16,Masters/Professional,Master of Social Welfare,School of Social Welfare,School of Social Welfare,Social Welfare,Social Welfare,Soc Welfare,0,Graduate,Out-of-State Domestic,Female,White/Other,1
10964,2015-16,Masters/Professional,Master of Translational Med,Clg of Engineering,Clg of Engineering,Bioengineering,Translational Medicine,Translational Med,1,Graduate,CA Resident,Female,Asian/Pacific Islander,1
10965,2015-16,Masters/Professional,Master of Translational Med,Clg of Engineering,Clg of Engineering,Bioengineering,Translational Medicine,Translational Med,1,Graduate,CA Resident,Female,White/Other,2
10966,2015-16,Masters/Professional,Master of Translational Med,Clg of Engineering,Clg of Engineering,Bioengineering,Translational Medicine,Translational Med,1,Graduate,CA Resident,Male,Asian/Pacific Islander,2
10967,2015-16,Masters/Professional,Master of Translational Med,Clg of Engineering,Clg of Engineering,Bioengineering,Translational Medicine,Translational Med,1,Graduate,CA Resident,Male,White/Other,1
10968,2015-16,Masters/Professional,Master of Translational Med,Clg of Engineering,Clg of Engineering,Bioengineering,Translational Medicine,Translational Med,1,Graduate,International,Female,International,3
10969,2015-16,Masters/Professional,Master of Translational Med,Clg of Engineering,Clg of Engineering,Bioengineering,Translational Medicine,Translational Med,1,Graduate,International,Male,International,2
10970,2015-16,Masters/Professional,Master of Translational Med,Clg of Engineering,Clg of Engineering,Bioengineering,Translational Medicine,Translational Med,1,Graduate,Out-of-State Domestic,Female,White/Other,1
10971,2015-16,Masters/Professional,Master of Translational Med,Clg of Engineering,Clg of Engineering,Bioengineering,Translational Medicine,Translational Med,1,Graduate,Out-of-State Domestic,Male,Asian/Pacific Islander,1
10972,2015-16,Masters/Professional,Master of Translational Med,Clg of Engineering,Clg of Engineering,Bioengineering,Translational Medicine,Translational Med,1,Graduate,Out-of-State Domestic,Male,White/Other,1
10973,2015-16,Masters/Professional,Master of Urban Design,Clg of Environmental Design,Clg of Environmental Design,Urban Design Grad Grp,Urban Design,Urban Des,1,Graduate,CA Resident,Male,White/Other,1
10974,2015-16,Masters/Professional,Master of Urban Design,Clg of Environmental Design,Clg of Environmental Design,Urban Design Grad Grp,Urban Design,Urban Des,1,Graduate,International,Male,International,4
10975,2015-16,Masters/Professional,Master of Urban Design,Clg of Environmental Design,Clg of Environmental Design,Urban Design Grad Grp,Urban Design,Urban Des,1,Graduate,Out-of-State Domestic,Male,White/Other,1
10976,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Freshman,CA Resident,Female,Asian/Pacific Islander,10
10977,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Freshman,CA Resident,Female,Underrepresented Minority,6
10978,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Freshman,CA Resident,Female,White/Other,3
10979,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Freshman,CA Resident,Male,Asian/Pacific Islander,3
10980,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Freshman,CA Resident,Male,Underrepresented Minority,8
10981,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Freshman,CA Resident,Male,White/Other,2
10982,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Freshman,International,Female,International,7
10983,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Freshman,International,Male,International,5
10984,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Freshman,Out-of-State Domestic,Female,Asian/Pacific Islander,1
10985,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Freshman,Out-of-State Domestic,Female,Underrepresented Minority,1
10986,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Freshman,Out-of-State Domestic,Female,White/Other,2
10987,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Freshman,Out-of-State Domestic,Male,Asian/Pacific Islander,2
10988,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Transfer,CA Resident,Female,Asian/Pacific Islander,8
10989,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Transfer,CA Resident,Female,Underrepresented Minority,4
10990,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Transfer,CA Resident,Female,White/Other,4
10991,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Transfer,CA Resident,Male,Asian/Pacific Islander,10
10992,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Transfer,CA Resident,Male,Underrepresented Minority,4
10993,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Transfer,CA Resident,Male,White/Other,4
10994,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Transfer,International,Female,International,8
10995,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Transfer,International,Male,International,13
10996,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Architecture,0,Transfer,Out-of-State Domestic,Male,Asian/Pacific Islander,1
10997,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,Urban St,0,Freshman,CA Resident,Female,Asian/Pacific Islander,4
10998,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,Urban St,0,Freshman,CA Resident,Female,Underrepresented Minority,3
10999,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,Urban St,0,Freshman,CA Resident,Female,White/Other,3
11000,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,Urban St,0,Freshman,CA Resident,Male,Asian/Pacific Islander,3
11001,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,Urban St,0,Freshman,CA Resident,Male,Underrepresented Minority,3
11002,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,Urban St,0,Freshman,CA Resident,Male,White/Other,1
11003,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,Urban St,0,Freshman,International,Female,International,1
11004,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,Urban St,0,Freshman,International,Male,International,1
11005,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,Urban St,0,Transfer,CA Resident,Female,Asian/Pacific Islander,5
11006,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,Urban St,0,Transfer,CA Resident,Female,White/Other,1
11007,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,Urban St,0,Transfer,CA Resident,Male,Asian/Pacific Islander,2
11008,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,Urban St,0,Transfer,CA Resident,Male,White/Other,2
11009,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,Urban St,0,Transfer,International,Female,International,3
11010,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,Urban St,0,Transfer,International,Male,International,2
11011,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,Landscape Architecture,0,Freshman,CA Resident,Female,Asian/Pacific Islander,2
11012,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,Landscape Architecture,0,Freshman,CA Resident,Female,Underrepresented Minority,3
11013,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,Landscape Architecture,0,Freshman,CA Resident,Male,Asian/Pacific Islander,1
11014,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,Landscape Architecture,0,Freshman,CA Resident,Male,Underrepresented Minority,1
11015,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,Landscape Architecture,0,Transfer,CA Resident,Female,Underrepresented Minority,1
11016,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,Landscape Architecture,0,Transfer,CA Resident,Female,White/Other,3
11017,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,Landscape Architecture,0,Transfer,CA Resident,Male,White/Other,1
11018,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,Landscape Architecture,0,Transfer,International,Female,International,3
11019,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,Landscape Architecture,0,Transfer,International,Male,International,2
11020,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Sustainable Environ Dsgn,Sust Env Dsgn,0,Freshman,CA Resident,Female,Underrepresented Minority,3
11021,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Sustainable Environ Dsgn,Sust Env Dsgn,0,Freshman,CA Resident,Female,White/Other,6
11022,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Sustainable Environ Dsgn,Sust Env Dsgn,0,Freshman,CA Resident,Male,Asian/Pacific Islander,1
11023,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Sustainable Environ Dsgn,Sust Env Dsgn,0,Freshman,CA Resident,Male,White/Other,3
11024,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Sustainable Environ Dsgn,Sust Env Dsgn,0,Freshman,Out-of-State Domestic,Female,Asian/Pacific Islander,1
11025,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Sustainable Environ Dsgn,Sust Env Dsgn,0,Freshman,Out-of-State Domestic,Male,White/Other,1
11026,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Sustainable Environ Dsgn,Sust Env Dsgn,0,Transfer,CA Resident,Female,White/Other,3
11027,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Sustainable Environ Dsgn,Sust Env Dsgn,0,Transfer,CA Resident,Male,White/Other,1
11028,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Sustainable Environ Dsgn,Sust Env Dsgn,0,Transfer,Out-of-State Domestic,Female,Asian/Pacific Islander,1
11029,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,CED Individual Major,CED Individual Major,0,Freshman,CA Resident,Female,Asian/Pacific Islander,1
11030,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,CED Individual Major,CED Individual Major,0,Freshman,CA Resident,Female,White/Other,1
11031,2016-17,Bachelor,Bachelor of Arts,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,CED Individual Major,CED Individual Major,0,Freshman,CA Resident,Male,White/Other,1
11032,2016-17,Bachelor,Bachelor of Arts,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,L&S Chemistry,L&S Chem,1,Freshman,CA Resident,Female,Asian/Pacific Islander,1
11033,2016-17,Bachelor,Bachelor of Arts,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,L&S Chemistry,L&S Chem,1,Freshman,CA Resident,Male,Asian/Pacific Islander,1
11034,2016-17,Bachelor,Bachelor of Arts,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,L&S Chemistry,L&S Chem,1,Freshman,International,Male,International,1
11035,2016-17,Bachelor,Bachelor of Arts,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,L&S Chemistry,L&S Chem,1,Freshman,Out-of-State Domestic,Female,White/Other,1
11036,2016-17,Bachelor,Bachelor of Arts,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,L&S Chemistry,L&S Chem,1,Freshman,Out-of-State Domestic,Male,Asian/Pacific Islander,1
11037,2016-17,Bachelor,Bachelor of Arts,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,L&S Chemistry,L&S Chem,1,Transfer,CA Resident,Female,Asian/Pacific Islander,2
11038,2016-17,Bachelor,Bachelor of Arts,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,L&S Chemistry,L&S Chem,1,Transfer,CA Resident,Male,White/Other,1
11039,2016-17,Bachelor,Bachelor of Arts,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,L&S Chemistry,L&S Chem,1,Transfer,International,Female,International,1
11040,2016-17,Bachelor,Bachelor of Arts,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,L&S Chemistry,L&S Chem,1,Transfer,Out-of-State Domestic,Female,Underrepresented Minority,1
11041,2016-17,Bachelor,Bachelor of Arts,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science,Comp Sci,1,Freshman,CA Resident,Female,Asian/Pacific Islander,70
